fecha,biomasa,indice,joint_high,joint_low
2002-08-01,0.09372710436582565,1.01,True,False
2002-09-01,0.09461963921785355,0.88,True,False
2002-10-01,0.08160366117954254,0.84,True,False
2015-08-01,0.088576540350914,1.95,True,False
2015-09-01,0.08011090755462646,2.24,True,False
