fecha,valor
2002-07-01,0.08692833036184311
2003-07-01,0.08514663577079773
2003-08-01,0.06950423866510391
2003-09-01,0.08341784030199051
2004-07-01,0.07758311182260513
2005-07-01,0.07316865026950836
2005-08-01,0.06311602145433426
2006-07-01,0.07303106039762497
2006-08-01,0.06648246198892593
2006-09-01,0.07462490350008011
2008-07-01,0.0788450762629509
2008-08-01,0.06593047082424164
2008-09-01,0.06757707893848419
2009-08-01,0.059040725231170654
2009-09-01,0.0664638951420784
2010-09-01,0.06714043021202087
2011-09-01,0.07078039646148682
2012-08-01,0.062275756150484085
2013-08-01,0.05588430538773537
2013-09-01,0.06028706580400467
2014-07-01,0.060625333338975906
2015-07-01,0.06344811618328094
2016-05-01,0.06502167880535126
2016-06-01,0.06764404475688934
2017-08-01,0.07469979673624039
2018-07-01,0.0764281153678894
2018-08-01,0.07449808716773987
2019-08-01,0.07783759385347366
2020-08-01,0.07609621435403824
2020-09-01,0.07314427196979523
2020-10-01,0.08060114830732346
2021-09-01,0.08095996826887131
2022-07-01,0.085757777094841
2023-07-01,0.08292941749095917
2023-08-01,0.08189238607883453
