lag,r,p_perm,significant
0,-0.36322342208871244,0.0,True
1,-0.36296843244228755,0.0,True
2,-0.35861392926102414,0.0,True
3,-0.3596421182321835,0.0,True
4,-0.36460898725664603,0.0,True
5,-0.4024146241137766,0.0,True
6,-0.44951535426016875,0.0,True
