fecha,biomasa,indice,joint_high,joint_low
2003-08-01,0.08252960443496704,0.785,True,False
2003-10-01,0.08002732694149017,0.593,True,False
2015-08-01,0.088576540350914,0.907,True,False
2015-09-01,0.08011090755462646,1.019,True,False
2022-01-01,0.03418190777301788,-2.203,False,True
2022-12-01,0.029724664986133575,-1.99,False,True
2023-03-01,0.032547663897275925,-2.004,False,True
