lag,r,p_perm,significant
0,0.06945373008615316,0.258,False
1,0.07944652182465797,0.221,False
2,0.0679369634831936,0.272,False
3,0.03417578464415302,0.575,False
4,-0.007905832766437748,0.899,False
5,-0.04605426722704019,0.448,False
6,-0.07384314363989297,0.236,False
