fecha,biomasa,indice,joint_high,joint_low
2003-01-01,0.3184879720211029,1.291,True,False
2003-02-01,0.31255772709846497,1.051,True,False
2003-03-01,0.27927646040916443,1.059,True,False
2005-03-01,0.25400304794311523,0.728,True,False
2022-07-01,0.019005512818694115,-2.268,False,True
2023-07-01,0.020414236932992935,-2.189,False,True
2023-08-01,0.018718812614679337,-1.973,False,True
2024-08-01,0.017210548743605614,-1.983,False,True
2024-09-01,0.018526947125792503,-2.76,False,True
