lag,r,p_perm,significant
0,-0.27441230719100734,0.0,True
1,-0.24703148377667172,0.0,True
2,-0.24413592717646415,0.0,True
3,-0.26981260297062226,0.0,True
4,-0.3007969421666909,0.0,True
5,-0.34013805055511825,0.0,True
6,-0.3785186904349138,0.0,True
