fecha,valor
2003-11-01,0.38241341710090637
2003-12-01,0.37994447350502014
2004-02-01,0.4135376214981079
2005-01-01,0.31815239787101746
2006-02-01,0.35495468974113464
2006-03-01,0.3733735978603363
2007-02-01,0.41940414905548096
2007-03-01,0.3783295452594757
2008-02-01,0.4198034405708313
2009-01-01,0.33990222215652466
2009-02-01,0.32811596989631653
2010-12-01,0.44652196764945984
2011-02-01,0.4622495770454407
2011-12-01,0.5107306241989136
2014-02-01,0.18603479862213135
2014-12-01,0.16758902370929718
2015-02-01,0.1798873394727707
2016-02-01,0.16593942046165466
2018-02-01,0.174630269408226
2018-12-01,0.34073254466056824
2019-01-01,0.3539062440395355
2019-02-01,0.37286585569381714
2020-12-01,0.2683846652507782
2021-01-01,0.3346613943576813
2021-02-01,0.3165888488292694
2023-01-01,0.3016166687011719
2023-02-01,0.30950942635536194
2023-12-01,0.3610197603702545
2024-01-01,0.4794713258743286
2024-02-01,0.3539822995662689
