fecha,biomasa,indice,joint_high,joint_low
2010-08-01,0.0711747482419014,-2.38,False,True
2010-09-01,0.06714043021202087,-2.26,False,True
2023-11-01,0.18545415997505188,0.91,True,False
2023-12-01,0.22489362955093384,1.13,True,False
