fecha,valor
2002-07-01,0.06340408325195312
2003-07-01,0.059792835265398026
2003-08-01,0.048741746693849564
2004-07-01,0.06626852601766586
2005-07-01,0.04927628114819527
2005-08-01,0.050343308597803116
2006-07-01,0.05212751403450966
2006-08-01,0.054282065480947495
2006-09-01,0.05690467357635498
2008-07-01,0.05595661327242851
2008-08-01,0.049131669104099274
2009-07-01,0.046295493841171265
2009-08-01,0.0374765507876873
2010-08-01,0.045649975538253784
2010-09-01,0.049851320683956146
2011-09-01,0.04333131015300751
2012-07-01,0.04883734881877899
2012-08-01,0.03884774073958397
2013-07-01,0.04011544585227966
2013-08-01,0.0350675992667675
2014-07-01,0.03920682892203331
2016-07-01,0.03463798761367798
2016-08-01,0.03125416487455368
2016-10-01,0.031369809061288834
2017-08-01,0.034092582762241364
2018-08-01,0.04295122250914574
2019-08-01,0.043450258672237396
2019-09-01,0.04761717468500137
2020-08-01,0.04932289943099022
2021-08-01,0.04789186641573906
2022-07-01,0.04709810018539429
2022-08-01,0.04973442852497101
2023-08-01,0.04936506226658821
2024-08-01,0.04465571790933609
2024-09-01,0.04810050502419472
