fecha,valor
2002-07-01,0.11982572823762894
2003-07-01,0.120688796043396
2003-08-01,0.0993572548031807
2004-07-01,0.1103639155626297
2005-07-01,0.09830816835165024
2005-08-01,0.09045106917619705
2006-08-01,0.09622245281934738
2006-09-01,0.11312646418809891
2008-07-01,0.10759221017360687
2008-08-01,0.0934331938624382
2009-07-01,0.09507061541080475
2009-08-01,0.08412660658359528
2010-08-01,0.09643914550542831
2010-09-01,0.09781582653522491
2012-08-01,0.08222837001085281
2013-07-01,0.0828697606921196
2013-08-01,0.07344908267259598
2014-07-01,0.08335217088460922
2015-07-01,0.08558265119791031
2017-08-01,0.25069311261177063
2018-07-01,0.2672804296016693
2019-06-01,0.28546997904777527
2019-07-01,0.27304157614707947
2020-07-01,0.28080275654792786
2020-10-01,0.2838241159915924
2022-06-01,0.3095088601112366
2022-07-01,0.2845824360847473
2023-07-01,0.2874281108379364
2024-06-01,0.2615000307559967
2024-07-01,0.2564502954483032
