fecha,biomasa,indice,joint_high,joint_low
2010-08-01,0.09643914550542831,-1.33,False,True
2010-09-01,0.09781582653522491,-1.56,False,True
2024-01-01,0.467862069606781,1.71,True,False
2024-02-01,0.48041433095932007,1.47,True,False
2024-03-01,0.546318769454956,1.1,True,False
