fecha,valor,estado
2002-07-01,0.07865335047245026,1
2002-08-01,0.09372710436582565,0
2002-09-01,0.09461963921785355,0
2002-10-01,0.08160366117954254,0
2002-11-01,0.06337589025497437,0
2002-12-01,0.05335212126374245,0
2003-01-01,0.04689735174179077,0
2003-02-01,0.04747331142425537,0
2003-03-01,0.05111143738031387,0
2003-04-01,0.05194544792175293,0
2003-05-01,0.058857839554548264,0
2003-06-01,0.06982709467411041,0
2003-07-01,0.07715710997581482,0
2003-08-01,0.08252960443496704,0
2003-09-01,0.08609674125909805,0
2003-10-01,0.08002732694149017,0
2003-11-01,0.05764451622962952,0
2003-12-01,0.04541672766208649,0
2004-01-01,0.04437470808625221,0
2004-02-01,0.04301487281918526,0
2004-03-01,0.052347175776958466,0
2004-04-01,0.05275806784629822,0
2004-05-01,0.06521277129650116,0
2004-06-01,0.07355428487062454,0
2004-07-01,0.07519567012786865,0
2004-08-01,0.09300848841667175,0
2004-09-01,0.08939096331596375,0
2004-10-01,0.07834817469120026,0
2004-11-01,0.05294622480869293,0
2004-12-01,0.042105186730623245,0
2005-01-01,0.041520968079566956,0
2005-02-01,0.04329010844230652,0
2005-03-01,0.04684603586792946,0
2005-04-01,0.04698363319039345,0
2005-05-01,0.054533764719963074,0
2005-06-01,0.060234908014535904,0
2005-07-01,0.06480236351490021,0
2005-08-01,0.07739932835102081,0
2005-09-01,0.08692951500415802,0
2005-10-01,0.07166770845651627,0
2005-11-01,0.0512283556163311,0
2005-12-01,0.03921300917863846,0
2006-01-01,0.03681696951389313,0
2006-02-01,0.040835555642843246,0
2006-03-01,0.04195171222090721,0
2006-04-01,0.046735987067222595,0
2006-05-01,0.06180839240550995,0
2006-06-01,0.07410944998264313,0
2006-07-01,0.08185064792633057,0
2006-08-01,0.0798630490899086,0
2006-09-01,0.08321595937013626,0
2006-10-01,0.07691078633069992,0
2006-11-01,0.06175455078482628,0
2006-12-01,0.0436420813202858,0
2007-01-01,0.03588612377643585,0
2007-02-01,0.04172822833061218,0
2007-03-01,0.05245297774672508,0
2007-04-01,0.04754658415913582,0
2007-05-01,0.058416698127985,0
2007-06-01,0.07154282927513123,0
2007-07-01,0.07478161156177521,0
2007-08-01,0.08564195781946182,0
2007-09-01,0.08679287880659103,0
2007-10-01,0.07396705448627472,0
2007-11-01,0.05718979239463806,0
2007-12-01,0.03924010694026947,0
2008-01-01,0.03676317259669304,0
2008-02-01,0.04021808132529259,0
2008-03-01,0.045895010232925415,0
2008-04-01,0.04906610772013664,0
2008-05-01,0.05615485459566116,0
2008-06-01,0.06616631895303726,0
2008-07-01,0.07304302603006363,0
2008-08-01,0.07907680422067642,0
2008-09-01,0.08854465931653976,0
2008-10-01,0.08426399528980255,0
2008-11-01,0.059746671468019485,0
2008-12-01,0.04617125168442726,0
2009-01-01,0.040554940700531006,0
2009-02-01,0.042789656668901443,0
2009-03-01,0.04795672371983528,0
2009-04-01,0.04217628762125969,0
2009-05-01,0.06028716266155243,0
2009-06-01,0.06567012518644333,0
2009-07-01,0.07649371027946472,0
2009-08-01,0.08040594309568405,0
2009-09-01,0.08588695526123047,0
2009-10-01,0.07953471690416336,0
2009-11-01,0.06454820185899734,0
2009-12-01,0.05422840267419815,0
2010-01-01,0.04954160004854202,0
2010-02-01,0.055894773453474045,0
2010-03-01,0.0475839339196682,0
2010-04-01,0.05218521133065224,0
2010-05-01,0.05763952061533928,0
2010-06-01,0.06630406528711319,0
2010-07-01,0.06953906267881393,0
2010-08-01,0.07870038598775864,0
2010-09-01,0.07589932531118393,0
2010-10-01,0.06930015981197357,0
2010-11-01,0.050963662564754486,0
2010-12-01,0.04877210408449173,0
2011-01-01,0.045456092804670334,0
2011-02-01,0.041554003953933716,0
2011-03-01,0.046528857201337814,0
2011-04-01,0.048819225281476974,0
2011-05-01,0.07310983538627625,0
2011-06-01,0.07985681295394897,0
2011-07-01,0.0900876596570015,0
2011-08-01,0.08762562274932861,0
2011-09-01,0.0907842293381691,0
2011-10-01,0.08014320582151413,0
2011-11-01,0.059410642832517624,0
2011-12-01,0.04735232889652252,0
2012-01-01,0.041802238672971725,0
2012-02-01,0.03785979002714157,0
2012-03-01,0.039972007274627686,0
2012-04-01,0.03754883632063866,0
2012-05-01,0.053977809846401215,0
2012-06-01,0.06870102137327194,0
2012-07-01,0.07194612175226212,0
2012-08-01,0.07108553498983383,0
2012-09-01,0.0785503089427948,0
2012-10-01,0.06564583629369736,0
2012-11-01,0.04986860603094101,0
2012-12-01,0.039544541388750076,0
2013-01-01,0.03465374931693077,0
2013-02-01,0.03105033002793789,0
2013-03-01,0.03331408277153969,0
2013-04-01,0.035234689712524414,0
2013-05-01,0.04201233386993408,0
2013-06-01,0.04999733343720436,0
2013-07-01,0.06018741801381111,0
2013-08-01,0.06516669690608978,0
2013-09-01,0.06691860407590866,0
2013-10-01,0.057505927979946136,0
2013-11-01,0.047618575394153595,0
2013-12-01,0.036780066788196564,0
2014-01-01,0.036211639642715454,0
2014-02-01,0.03821318969130516,0
2014-03-01,0.035844869911670685,0
2014-04-01,0.04055747017264366,0
2014-05-01,0.046470336616039276,0
2014-06-01,0.06238386780023575,0
2014-07-01,0.0712103322148323,0
2014-08-01,0.07767663896083832,0
2014-09-01,0.07707677781581879,0
2014-10-01,0.06561043858528137,0
2014-11-01,0.0534743070602417,0
2014-12-01,0.042437754571437836,0
2015-01-01,0.036935847252607346,0
2015-02-01,0.03834252804517746,0
2015-03-01,0.03755699098110199,0
2015-04-01,0.038635991513729095,0
2015-05-01,0.045152366161346436,0
2015-06-01,0.05770299583673477,0
2015-07-01,0.0680837631225586,0
2015-08-01,0.088576540350914,0
2015-09-01,0.08011090755462646,0
2015-10-01,0.06930296868085861,0
2015-11-01,0.05288569629192352,0
2015-12-01,0.044436294585466385,0
