fecha,valor
2003-11-01,0.34796056151390076
2003-12-01,0.3398131728172302
2004-02-01,0.36333340406417847
2005-01-01,0.27857697010040283
2006-02-01,0.30790650844573975
2006-03-01,0.32497474551200867
2007-02-01,0.36800384521484375
2008-02-01,0.3638339936733246
2009-01-01,0.298966646194458
2009-02-01,0.28308555483818054
2010-12-01,0.3996001183986664
2011-02-01,0.4037156105041504
2011-12-01,0.4584270715713501
2014-02-01,0.1474468857049942
2014-12-01,0.13675172626972198
2015-02-01,0.14100739359855652
2016-02-01,0.13440559804439545
2018-02-01,0.09611845016479492
2018-12-01,0.2237328290939331
2019-01-01,0.2259298712015152
2019-02-01,0.24583788216114044
2020-12-01,0.15995483100414276
2021-01-01,0.207930788397789
2021-02-01,0.18845415115356445
2023-01-01,0.180432990193367
2023-12-01,0.22447429597377777
2024-01-01,0.30765897035598755
2024-02-01,0.21840733289718628
