lag,r,p_perm,significant
0,-0.07787242382119673,0.209,False
1,-0.01507589435075505,0.785,False
2,0.022463345051691057,0.739,False
3,0.0068714690273658785,0.896,False
4,-0.02184002313766635,0.718,False
5,-0.07350555286870622,0.236,False
6,-0.13880402073885978,0.026,True
