fecha,valor
2002-10-01,0.056576911360025406
2002-12-01,0.05633381009101868
2004-10-01,0.049291666597127914
2004-11-01,0.044936180114746094
2005-08-01,0.04595807194709778
2006-08-01,0.047076527029275894
2006-09-01,0.04780445620417595
2006-10-01,0.047264743596315384
2007-09-01,0.041868340224027634
2008-08-01,0.04164958745241165
2009-08-01,0.04616066440939903
2009-09-01,0.04596125707030296
2009-12-01,0.04929069057106972
2011-08-01,0.04800954461097717
2011-09-01,0.05243685841560364
2011-10-01,0.046995263546705246
2013-08-01,0.0351170115172863
2013-09-01,0.035513028502464294
2014-07-01,0.03881875425577164
2014-08-01,0.03787516430020332
2017-01-01,0.3961144983768463
2017-03-01,0.4123692214488983
2018-01-01,0.46966707706451416
2018-03-01,0.573628306388855
2019-02-01,0.5071191191673279
2020-03-01,0.5649019479751587
2021-01-01,0.5144187211990356
2021-03-01,0.6754736304283142
2022-02-01,0.5436302423477173
2022-03-01,0.5647175312042236
2023-02-01,0.5920192003250122
2023-03-01,0.48847711086273193
2024-04-01,0.4128311574459076
