fecha,valor,estado
2002-07-01,0.04512149468064308,0
2002-08-01,0.046060286462306976,0
2002-09-01,0.05518338084220886,0
2002-10-01,0.056576911360025406,0
2002-11-01,0.0543082021176815,0
2002-12-01,0.05633381009101868,0
2003-01-01,0.04334081709384918,0
2003-02-01,0.034025851637125015,0
2003-03-01,0.02632959559559822,0
2003-04-01,0.023300152271986008,0
2003-05-01,0.029746105894446373,0
2003-06-01,0.03681984171271324,0
2003-07-01,0.04299210384488106,0
2003-08-01,0.04671042412519455,0
2003-09-01,0.045218564569950104,0
2003-10-01,0.05145818740129471,0
2003-11-01,0.04179697483778,0
2003-12-01,0.04240718483924866,0
2004-01-01,0.02929557114839554,0
2004-02-01,0.020822277292609215,0
2004-03-01,0.021592946723103523,0
2004-04-01,0.023432550951838493,0
2004-05-01,0.03280946612358093,0
2004-06-01,0.04292251542210579,0
2004-07-01,0.042713310569524765,0
2004-08-01,0.041426174342632294,0
2004-09-01,0.04440898820757866,0
2004-10-01,0.049291666597127914,0
2004-11-01,0.044936180114746094,0
2004-12-01,0.03596941754221916,0
2005-01-01,0.031027918681502342,0
2005-02-01,0.026376351714134216,0
2005-03-01,0.018601899966597557,0
2005-04-01,0.019059712067246437,0
2005-05-01,0.025566304102540016,0
2005-06-01,0.03067726641893387,0
2005-07-01,0.03881385922431946,0
2005-08-01,0.04595807194709778,0
2005-09-01,0.04368555173277855,0
2005-10-01,0.04072611406445503,0
2005-11-01,0.03337518870830536,0
2005-12-01,0.026314498856663704,0
2006-01-01,0.021468447521328926,0
2006-02-01,0.01666185073554516,0
2006-03-01,0.017130667343735695,0
2006-04-01,0.018065307289361954,0
2006-05-01,0.026323875412344933,0
2006-06-01,0.03701832890510559,0
2006-07-01,0.04583064839243889,0
2006-08-01,0.047076527029275894,0
2006-09-01,0.04780445620417595,0
2006-10-01,0.047264743596315384,0
2006-11-01,0.041081685572862625,0
2006-12-01,0.030464783310890198,0
2007-01-01,0.022896641865372658,0
2007-02-01,0.018546054139733315,0
2007-03-01,0.01681605540215969,0
2007-04-01,0.017535792663693428,0
2007-05-01,0.02513822354376316,0
2007-06-01,0.03044893406331539,0
2007-07-01,0.03442694991827011,0
2007-08-01,0.03869527950882912,0
2007-09-01,0.041868340224027634,0
2007-10-01,0.040925461798906326,0
2007-11-01,0.03475813567638397,0
2007-12-01,0.02412460930645466,0
2008-01-01,0.02244986966252327,0
2008-02-01,0.01551419124007225,0
2008-03-01,0.013773888349533081,0
2008-04-01,0.013793635182082653,0
2008-05-01,0.016861233860254288,0
2008-06-01,0.020285097882151604,0
2008-07-01,0.03634663298726082,0
2008-08-01,0.04164958745241165,0
2008-09-01,0.04053498059511185,0
2008-10-01,0.03778231516480446,0
2008-11-01,0.03517884016036987,0
2008-12-01,0.029688149690628052,0
2009-01-01,0.019845396280288696,0
2009-02-01,0.014808655716478825,0
2009-03-01,0.01298889983445406,0
2009-04-01,0.013820509426295757,0
2009-05-01,0.02135126106441021,0
2009-06-01,0.028983261436223984,0
2009-07-01,0.037872008979320526,0
2009-08-01,0.04616066440939903,0
2009-09-01,0.04596125707030296,0
2009-10-01,0.04579053074121475,0
2009-11-01,0.042439673095941544,0
2009-12-01,0.04929069057106972,0
2010-01-01,0.043321359902620316,0
2010-02-01,0.02591736987233162,0
2010-03-01,0.0180757325142622,0
2010-04-01,0.021167395636439323,0
2010-05-01,0.027861783280968666,0
2010-06-01,0.03289753943681717,0
2010-07-01,0.03958328068256378,0
2010-08-01,0.041257746517658234,0
2010-09-01,0.04106229543685913,0
2010-10-01,0.03625648468732834,0
2010-11-01,0.036569204181432724,0
2010-12-01,0.03646368905901909,0
2011-01-01,0.04422304406762123,0
2011-02-01,0.0189006756991148,0
2011-03-01,0.012859961949288845,0
2011-04-01,0.014333290979266167,0
2011-05-01,0.021639453247189522,0
2011-06-01,0.03208945691585541,0
2011-07-01,0.042552266269922256,0
2011-08-01,0.04800954461097717,0
2011-09-01,0.05243685841560364,0
2011-10-01,0.046995263546705246,0
2011-11-01,0.03243699669837952,0
2011-12-01,0.03616700321435928,0
2012-01-01,0.01194528117775917,0
2012-02-01,0.007839619182050228,0
2012-03-01,0.007658368907868862,0
2012-04-01,0.008583297953009605,0
2012-05-01,0.011537602171301842,0
2012-06-01,0.016889473423361778,0
2012-07-01,0.030690733343362808,0
2012-08-01,0.033801279962062836,0
2012-09-01,0.030600782483816147,0
2012-10-01,0.02659968100488186,0
2012-11-01,0.024786382913589478,0
2012-12-01,0.019967952743172646,0
2013-01-01,0.01401127316057682,0
2013-02-01,0.010146550834178925,0
2013-03-01,0.008599660359323025,0
2013-04-01,0.012112259864807129,0
2013-05-01,0.017137743532657623,0
2013-06-01,0.021738100796937943,0
2013-07-01,0.028452349826693535,0
2013-08-01,0.0351170115172863,0
2013-09-01,0.035513028502464294,0
2013-10-01,0.030323438346385956,0
2013-11-01,0.025838077068328857,0
2013-12-01,0.01948709785938263,0
2014-01-01,0.017885254696011543,0
2014-02-01,0.01673182286322117,0
2014-03-01,0.017791377380490303,0
2014-04-01,0.018880538642406464,0
2014-05-01,0.02040931209921837,0
2014-06-01,0.03355177491903305,0
2014-07-01,0.03881875425577164,0
2014-08-01,0.03787516430020332,0
2014-09-01,0.03395998850464821,0
2014-10-01,0.03497486561536789,0
2014-11-01,0.027378404513001442,0
2014-12-01,0.01799532026052475,0
2015-01-01,0.01584327220916748,0
2015-02-01,0.015231864526867867,0
2015-03-01,0.01538307499140501,0
2015-04-01,0.018473878502845764,0
2015-05-01,0.02173273079097271,0
2015-06-01,0.030640866607427597,0
2015-07-01,0.03904906287789345,0
2015-08-01,0.02622833289206028,0
2015-09-01,0.029089322313666344,0
2015-10-01,0.03239024430513382,0
