lag,r,p_perm,significant
0,-0.2603050928992185,0.0,True
1,-0.2639913501478609,0.0,True
2,-0.27047759622746087,0.0,True
3,-0.27924883914651333,0.0,True
4,-0.2891782981096443,0.0,True
5,-0.30471008612834477,0.0,True
6,-0.3195151183813792,0.0,True
