lag,r,p_perm,significant
0,0.06988163494987511,0.241,False
1,0.09246363209224084,0.142,False
2,0.10204961946788776,0.083,False
3,0.10375337444470656,0.104,False
4,0.10316240301883492,0.085,False
5,0.08695609697642025,0.149,False
6,0.056100802288287,0.379,False
